[0103.93] Log: Obj List: obj list
[0103.93] Log: Objects:
[0103.93] Log: 
[0104.32] Log:                                                                                                 Class  Count   NumBytes   MaxBytes   ResBytes TrueResBytes
[0104.33] Log:                                                                                       VSSUIDefinition     10          3K          3K          0K          0K
[0104.33] Log:                                                                                                System      1          2K          2K          0K          0K
[0104.33] Log:                                                                             InteractionIconDefinition     24          2K          2K          0K          0K
[0104.33] Log:                                                                              AnimNodeBlendDirectional      8          2K          2K          0K          0K
[0104.33] Log:                                                                                            InterpData     18          2K          2K          0K          0K
[0104.33] Log:                                                                              AnimNodeAdditiveBlending     10          2K          2K          0K          0K
[0104.33] Log:                                                                                 RB_ConstraintInstance     16          2K          2K          0K          0K
[0104.33] Log:                                                                       DownloadableExpansionDefinition     10          2K          2K          0K          0K
[0104.33] Log:                                                                                BadassRewardDefinition     14          2K          2K          0K          0K
[0104.33] Log:                                                                                    InterpTrackAkEvent     18          2K          2K          0K          0K
[0104.33] Log:                                                                               Behavior_AddMissionTime     34          2K          2K          0K          0K
[0104.33] Log:                                                                      Behavior_SetShieldTriggeredState     34          2K          2K          0K          0K
[0104.33] Log:                                                                     InterpTrackInstFloatMaterialParam     21          2K          2K          0K          0K
[0104.33] Log:                                                                          ParticleModuleAttractorPoint     12          2K          2K          0K          0K
[0104.33] Log:                                                                                  Behavior_CustomEvent     30          2K          2K          0K          0K
[0104.33] Log:                                                                           ParticleModuleTypeDataPhysX     25          2K          2K          0K          0K
[0104.33] Log:                                                                                              AnimTree      7          2K          2K          0K          0K
[0104.33] Log:                                                                                 InterpTrackVisibility     16          2K          2K          0K          0K
[0104.33] Log:                                                                              AnimNodeScaleRateBySpeed     10          2K          2K          0K          0K
[0104.33] Log:                                                                            WillowSeqAct_DayNightCycle      2          2K          2K          0K          0K
[0104.33] Log:                                                                            EffectCollectionDefinition     23          2K          2K          0K          0K
[0104.33] Log:                                                                       DistributionVectorConstantCurve     12          2K          2K          0K          0K
[0104.33] Log:                                                                            FrontendGFxMovieDefinition      3          2K          2K          0K          0K
[0104.33] Log:                                                                                UIDynamicFieldProvider      1          1K          2K          0K          0K
[0104.33] Log:                                                                            WillowCustomizationManager      1          2K          2K          0K          0K
[0104.33] Log:                                                                                 UberPostProcessEffect      6          2K          2K          0K          0K
[0104.33] Log:                                                                                    WillowAnimNodeSlot      7          2K          2K          0K          0K
[0104.33] Log:                                                                                StatusEffectDefinition      4          2K          2K          0K          0K
[0104.33] Log:                                                                                InputContextDefinition     19          2K          2K          0K          0K
[0104.33] Log:                                                                               GearboxDialogVar_Random     13          2K          2K          0K          0K
[0104.33] Log:                                                                           WillowHUDGFxMovieDefinition      1          2K          2K          0K          0K
[0104.33] Log:                                                                   ParticleModuleVelocityInheritParent     17          2K          2K          0K          0K
[0104.33] Log:                                                                   ProjectileBehavior_FindHomingTarget     24          2K          2K          0K          0K
[0104.33] Log:                                                                                UIDataStore_InputAlias      1          2K          2K          0K          0K
[0104.33] Log:                                                                           ChallengeCategoryDefinition     20          2K          2K          0K          0K
[0104.33] Log:                                                                                       SocketComponent      4          2K          2K          0K          0K
[0104.33] Log:                                                                                        AudioComponent      4          2K          2K          0K          0K
[0104.33] Log:                                                                  AmmoDropWeightAttributeValueResolver     15          2K          2K          0K          0K
[0104.33] Log:                                                                                   Behavior_SetPhysics     27          2K          2K          0K          0K
[0104.33] Log:                                                                                WillowAnimNodeSequence      7          2K          2K          0K          0K
[0104.33] Log:                                                                    ControllerAttributeContextResolver     33          2K          2K          0K          0K
[0104.33] Log:                                                                           MaterialInstanceTimeVarying      5          2K          2K          0K          0K
[0104.33] Log:                                                                                    ShadowMapTexture2D      9          2K          2K       1834K       1815K
[0104.33] Log:                                                                           WillowPlayerReplicationInfo      1          1K          2K          0K          0K
[0104.33] Log:                                                                                   WillowAccessControl      1          1K          1K          0K          0K
[0104.33] Log:                                                                                   Behavior_MakeVector     23          1K          1K          0K          0K
[0104.33] Log:                                                                                DrunkenRandomComponent      9          1K          1K          0K          0K
[0104.33] Log:                                                                                     SkeletalMeshActor      4          1K          1K          0K          0K
[0104.33] Log:                                                                             Behavior_StopMissionTimer     25          1K          1K          0K          0K
[0104.33] Log:                                                                             FiringModeSoundDefinition     12          1K          1K          0K          0K
[0104.33] Log:                                                                                           CameraActor      3          1K          1K          0K          0K
[0104.33] Log:                                                                     InventoryAttributeContextResolver     27          1K          1K          0K          0K
[0104.33] Log:                                                                               WillowEffectCoordinator      1          1K          1K          0K          0K
[0104.33] Log:                                                                                          TextureMovie      8          1K          1K         33K         32K
[0104.33] Log:                                                                        Behavior_GiveChallengeToPlayer     19          1K          1K          0K          0K
[0104.33] Log:                                                                             BalanceModifierDefinition      1          1K          1K          0K          0K
[0104.33] Log:                                                                    ManufacturerAttributeValueResolver     17          1K          1K          0K          0K
[0104.33] Log:                                                                                           TextureCube     14          1K          1K          0K          0K
[0104.33] Log:                                                                                  Behavior_Conditional     14          1K          1K          0K          0K
[0104.33] Log:                                                                                    ResourceDefinition     16          1K          1K          0K          0K
[0104.33] Log:                                                                                             WorldInfo      1          1K          1K          0K          0K
[0104.33] Log:                                                                ParticleModuleAccelerationOverLifetime     13          1K          1K          0K          0K
[0104.33] Log:                                                           Behavior_AddInstanceDataFromBehaviorContext     18          1K          1K          0K          0K
[0104.33] Log:                                                                          PawnAttributeContextResolver     29          1K          1K          0K          0K
[0104.33] Log:                                                                   WillowAnimNodeSequenceAdditiveBlend      6          1K          1K          0K          0K
[0104.33] Log:                                                         PlayerBehavior_UnlockAchievementForAllPlayers     21          1K          1K          0K          0K
[0104.33] Log:                                                                                     WillowPlayerInput      1          1K          1K          0K          0K
[0104.33] Log:                                                              Behavior_ChangeParticleSystemActiveState     23          1K          1K          0K          0K
[0104.33] Log:                                                                              InterpTrackInstFloatProp     23          1K          1K          0K          0K
[0104.33] Log:                                                                            Behavior_StartMissionTimer     23          1K          1K          0K          0K
[0104.33] Log:                                                                         Behavior_AssignObjectVariable     23          1K          1K          0K          0K
[0104.33] Log:                                                                     ParticleModuleMaterialByParameter     17          1K          1K          0K          0K
[0104.33] Log:                                                                             ProjectileBehavior_Attach     16          1K          1K          0K          0K
[0104.33] Log:                                                                               TerrainWeightMapTexture      8          1K          1K        139K        137K
[0104.33] Log:                                                                               ParticleModuleCollision      5          1K          1K          0K          0K
[0104.33] Log:                                                                             WillowGameReplicationInfo      1          1K          1K          0K          0K
[0104.33] Log:                                                                                     InterpTrackToggle     12          1K          1K          0K          0K
[0104.33] Log:                                                                         PlayerChallengeListDefinition      5          1K          1K          0K          0K
[0104.33] Log:                                                                            WillowGFxMovie3DDefinition      7          1K          1K          0K          0K
[0104.33] Log:                                                                                        SeqAct_SetBool      4          1K          1K          0K          0K
[0104.33] Log:                                                                           Behavior_RefillResourcePool     12          1K          1K          0K          0K
[0104.33] Log:                                                                                 IpNetDriverSteamworks      2          1K          1K          0K          0K
[0104.33] Log:                                                                           FrontEndPlayerListGFxObject      1          1K          1K          0K          0K
[0104.33] Log:                                                                                      SpecialMove_Turn      8          1K          1K          0K          0K
[0104.33] Log:                                                                                        WillowAnimTree      2          1K          1K          0K          0K
[0104.33] Log:                                                                           CompoundExpressionEvaluator     22          1K          1K          0K          0K
[0104.33] Log:                                                                                    GFxMovieDefinition      8          1K          1K          0K          0K
[0104.33] Log:                                                                       BehaviorSequenceEnableByMission     15          1K          1K          0K          0K
[0104.33] Log:                                                          MaterialExpressionTextureSampleParameterCube     12          1K          1K          0K          0K
[0104.33] Log:                                                                                SkillTreeGFxDefinition      1          1K          1K          0K          0K
[0104.33] Log:                                                                                       TerrainMaterial      8          1K          1K          0K          0K
[0104.33] Log:                                                                                                AkBank     21          1K          1K          0K          0K
[0104.33] Log:                                                                           InteractiveObjectDefinition      2          1K          1K          0K          0K
[0104.33] Log:                                                                                AnimNodeBlendByPhysics      2          1K          1K          0K          0K
[0104.33] Log:                                                                                    WillowRadarManager      1          1K          1K          0K          0K
[0104.33] Log:                                                                                      WillowPropObject      1          1K          1K          0K          0K
[0104.33] Log:                                                                            GearboxDialogTemplateGroup      1          1K          1K          0K          0K
[0104.33] Log:                                                                     ConditionalAttributeValueResolver      9          1K          1K          0K          0K
[0104.33] Log:                                                                                          MatineeActor      2          1K          1K          0K          0K
[0104.33] Log:                                                                          BlackMarketUpgradeDefinition      9          1K          1K          0K          0K
[0104.33] Log:                                                             AttributeSlotEffectAttributeValueResolver     19          1K          1K          0K          0K
[0104.33] Log:                                                                                  TradingGFxDefinition      1          1K          1K          0K          0K
[0104.33] Log:                                                                                         WillowGlobals      1          0K          1K          0K          0K
[0104.33] Log:                                                                                     UIGameInfoSummary      3          1K          1K          0K          0K
[0104.33] Log:                                                                          ParticleModuleTypeDataRibbon     12          1K          1K          0K          0K
[0104.33] Log:                                                                 OffHandWeaponAttributeContextResolver     21          1K          1K          0K          0K
[0104.33] Log:                                                                       WillowSkelControl_FootPlacement      4          1K          1K          0K          0K
[0104.33] Log:                                                                                     Behavior_FireShot      5          1K          1K          0K          0K
[0104.33] Log:                                                                          ParticleModuleEventGenerator     11          1K          1K          0K          0K
[0104.33] Log:                                                                                   SeqCond_CompareBool      3          1K          1K          0K          0K
[0104.33] Log:                                                                                  SeqEvent_RemoteEvent      5          1K          1K          0K          0K
[0104.33] Log:                                                                               WillowInteractiveObject      1          1K          1K          0K          0K
[0104.33] Log:                                                                                     PackageReferencer     18          1K          1K          0K          0K
[0104.33] Log:                                                                            Behavior_IsSequenceEnabled      9          1K          1K          0K          0K
[0104.33] Log:                                                                      WeaponTypeAttributeValueResolver     12          1K          1K          0K          0K
[0104.33] Log:                                                                               UIDataProvider_Settings      7          1K          1K          0K          0K
[0104.33] Log:                                                                                     SpecialMoveRandom     11          1K          1K          0K          0K
[0104.33] Log:                                                                                  SeqEvent_LevelLoaded      3          1K          1K          0K          0K
[0104.33] Log:                                                                                     TerrainLayerSetup      8          1K          1K          0K          0K
[0104.33] Log:                                                                                        ModelComponent      2          1K          1K          1K          0K
[0104.33] Log:                                                                               SimpleMathValueResolver     13          1K          1K          0K          0K
[0104.33] Log:                                                                                  StanceTypeDefinition     11          1K          1K          0K          0K
[0104.33] Log:                                                                                        ExpressionTree     19          1K          1K          0K          0K
[0104.33] Log:                                                                                    SpecialMove_Motion      6          1K          1K          0K          0K
[0104.33] Log:                                                                             ParticleModuleSubUVSelect      8          1K          1K          0K          0K
[0104.33] Log:                                                                              WillowGameViewportClient      1          1K          1K          0K          0K
[0104.33] Log:                                                                                   ResourcePoolManager      1          1K          1K          0K          0K
[0104.33] Log:                                                         MaterialExpressionTextureSampleParameterSubUV      9          1K          1K          0K          0K
[0104.33] Log:                                                                                    LineBatchComponent      2          1K          1K          0K          0K
[0104.33] Log:                                                             EquippedInventoryAttributeContextResolver     18          1K          1K          0K          0K
[0104.33] Log:                                                                                              Sequence      1          1K          1K          0K          0K
[0104.33] Log:                                                                    DownloadableAssetLibraryDefinition     12          1K          1K          0K          0K
[0104.33] Log:                                                                         Behavior_AddMissionDirectives     11          1K          1K          0K          0K
[0104.33] Log:                                                                           FastTravelStationsListOrder     11          1K          1K          0K          0K
[0104.33] Log:                                                                                 WillowSaveGameManager      1          1K          1K          0K          0K
[0104.33] Log:                                                                              FastTravelStationsLookup      1          0K          1K          0K          0K
[0104.33] Log:                                                                                    WillowPlayerCamera      1          1K          1K          0K          0K
[0104.33] Log:                                                                             PlayerBehavior_CameraAnim     14          1K          1K          0K          0K
[0104.33] Log:                                                                        DistributionFloatConstantCurve      7          1K          1K          0K          0K
[0104.33] Log:                                                                         WillowDialogGlobalsDefinition      1          1K          1K          0K          0K
[0104.33] Log:                                                                        WillowSkelControlHandPlacement      4          1K          1K          0K          0K
[0104.33] Log:                                                                                   AssetLibraryManager      1          0K          1K          0K          0K
[0104.33] Log:                                                                                             GFxObject      9          1K          1K          0K          0K
[0104.33] Log:                                                                                   SeqAct_RandomSwitch      1          1K          1K          0K          0K
[0104.33] Log:                                                                                   SeqAct_ToggleHidden      2          0K          1K          0K          0K
[0104.33] Log:                                                                                       DataStoreClient      1          0K          1K          0K          0K
[0104.33] Log:                                                                              Behavior_ChangeCollision     13          1K          1K          0K          0K
[0104.33] Log:                                                                   ProjectileBehavior_SetStickyGrenade     13          1K          1K          0K          0K
[0104.33] Log:                                                                Behavior_SetShieldDamageResistanceType     13          1K          1K          0K          0K
[0104.33] Log:                                                                                   WeaponScopeGFxMovie      1          0K          1K          0K          0K
[0104.33] Log:                                                                                AnimNodeBlendByPosture      3          0K          0K          0K          0K
[0104.33] Log:                                                                        MissionWeaponBalanceDefinition      9          0K          0K          0K          0K
[0104.33] Log:                                                                                GearboxDialogVar_Other      9          0K          0K          0K          0K
[0104.33] Log:                                                                                   PhysXParticleSystem      6          0K          0K          0K          0K
[0104.34] Log:                                                                              WillowOnlineGameSettings      1          0K          0K          0K          0K
[0104.34] Log:                                                                              WeaponScopeGFxDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                           ProjectileBehavior_SetSpeed     11          0K          0K          0K          0K
[0104.34] Log:                                                                              InterpTrackInstColorProp     12          0K          0K          0K          0K
[0104.34] Log:                                                                                          SeqAct_Delay      2          0K          0K          0K          0K
[0104.34] Log:                                                                                              AkSwitch     13          0K          0K          0K          0K
[0104.34] Log:                                                                  UIDataProvider_OnlineProfileSettings      1          0K          0K          0K          0K
[0104.34] Log:                                                                       InputDeviceCollectionDefinition      7          0K          0K          0K          0K
[0104.34] Log:                                                                                 GFxTextListDefinition      3          0K          0K          0K          0K
[0104.34] Log:                                                                               WillowSeqAct_InterpMenu      1          0K          0K          0K          0K
[0104.34] Log:                                                                                                 World      1          0K          0K          0K          0K
[0104.34] Log:                                                                              DeveloperPerksDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                          BadassAttributeValueResolver     14          0K          0K          0K          0K
[0104.34] Log:                                                                    InterpTrackInstVectorMaterialParam      4          0K          0K          0K          0K
[0104.34] Log:                                                                                       MeleeDefinition      3          0K          0K          0K          0K
[0104.34] Log:                                                                                           LocalPlayer      1          0K          0K          0K          0K
[0104.34] Log:                                                                            Behavior_WeaponBoneControl     10          0K          0K          0K          0K
[0104.34] Log:                                                                              Behavior_ActivateMission     11          0K          0K          0K          0K
[0104.34] Log:                                                                                 ItemBalanceDefinition      5          0K          0K          0K          0K
[0104.34] Log:                                                                                        DecalComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                                                              TeamInfo      2          0K          0K          0K          0K
[0104.34] Log:                                                                                  AnimNodeBlendPerBone      2          0K          0K          0K          0K
[0104.34] Log:                                                                         ParticleModuleLocationEmitter      9          0K          0K          0K          0K
[0104.34] Log:                                                                                         SeqAct_Switch      3          0K          0K          0K          0K
[0104.34] Log:                                                                                WillowAnimNode_Falling      2          0K          0K          0K          0K
[0104.34] Log:                                                                                        AkAmbientSound      2          0K          0K          0K          0K
[0104.34] Log:                                                                                 GearboxDialogPriority     13          0K          0K          0K          0K
[0104.34] Log:                                                                                           TargetPoint      2          0K          0K          0K          0K
[0104.34] Log:                                                                         WillowDialogAct_MissionSwitch      4          0K          0K          0K          0K
[0104.34] Log:                                                                                           WiringActor      2          0K          0K          0K          0K
[0104.34] Log:                                                     WeaponStatusEffectAttributePresentationDefinition      3          0K          0K          0K          0K
[0104.34] Log:                                                                                   Behavior_StopDialog     10          0K          0K          0K          0K
[0104.34] Log:                                                                   Behavior_SetJackVoiceModulatorState     10          0K          0K          0K          0K
[0104.34] Log:                                                                              Behavior_ChangeUsability     10          0K          0K          0K          0K
[0104.34] Log:                                                                             DirectionalLightComponent      2          0K          0K          0K          0K
[0104.34] Log:                                                                                Behavior_SetUsableIcon      9          0K          0K          0K          0K
[0104.34] Log:                                                                            Behavior_CoordinatedEffect      9          0K          0K          0K          0K
[0104.34] Log:                                                                               WillowWorldSoundManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         FaceFXAnimSet      8          0K          0K          0K          0K
[0104.34] Log:                                                                             WillowDialogVar_Passenger      6          0K          0K          0K          0K
[0104.34] Log:                                                                         AnimNotify_PlayParticleEffect      8          0K          0K          0K          0K
[0104.34] Log:                                                                               Behavior_ScreenParticle      4          0K          0K          0K          0K
[0104.34] Log:                                                                     Behavior_InterpolateFloatOverTime      8          0K          0K          0K          0K
[0104.34] Log:                                                                         OnlineGameInterfaceSteamworks      1          0K          0K          0K          0K
[0104.34] Log:                                                                                     SkyLightComponent      2          0K          0K          0K          0K
[0104.34] Log:                                                                                                AkRtpc     10          0K          0K          0K          0K
[0104.34] Log:                                                                      Behavior_OverrideWeaponCrosshair      6          0K          0K          0K          0K
[0104.34] Log:                                                                          BehaviorCollectionDefinition      9          0K          0K          0K          0K
[0104.34] Log:                                                                                     PostProcessVolume      1          0K          0K          0K          0K
[0104.34] Log:                                                                        Behavior_SetChallengeCompleted      8          0K          0K          0K          0K
[0104.34] Log:                                                                                 OnlineMessageGFxMovie      1          0K          0K          0K          0K
[0104.34] Log:                                                                                StatusEffectsComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                                               SeqAct_StreamInTextures      1          0K          0K          0K          0K
[0104.34] Log:                                                                           WillowOnlineGameSearchBroad      1          0K          0K          0K          0K
[0104.34] Log:                                                                        WillowOnlineGameSearchSpecific      1          0K          0K          0K          0K
[0104.34] Log:                                                                               VehicleFamilyDefinition      4          0K          0K          0K          0K
[0104.34] Log:                                                                      DamageTypeAttributeValueResolver      5          0K          0K          0K          0K
[0104.34] Log:                                                                                    DynamicCameraActor      1          0K          0K          0K          0K
[0104.34] Log:                                                                            HUDScalingAnchorDefinition      9          0K          0K          0K          0K
[0104.34] Log:                                                                                 GameReleaseDefinition      9          0K          0K          0K          0K
[0104.34] Log:                                                                                             GFxEngine      1          0K          0K       6176K       6176K
[0104.34] Log:                                                                           Behavior_DamageSourceSwitch      8          0K          0K          0K          0K
[0104.34] Log:                                                                                   Behavior_DamageArea      8          0K          0K          0K          0K
[0104.34] Log:                                                         PlayerReplicationInfoAttributeContextResolver     10          0K          0K          0K          0K
[0104.34] Log:                                                                     Behavior_SetElevatorButtonGlowing      8          0K          0K          0K          0K
[0104.34] Log:                                                                                    InputSetDefinition      7          0K          0K          0K          0K
[0104.34] Log:                                                                          UIDataStore_OnlinePlayerData      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 WillowCoopPlayerStart      1          0K          0K          0K          0K
[0104.34] Log:                                                                         Behavior_SpawnLootAroundPoint      4          0K          0K          0K          0K
[0104.34] Log:                                                                    WillowAnimNodeBlendThirdPersonMenu      2          0K          0K          0K          0K
[0104.34] Log:                                                                          PlayerBehavior_ForceFeedback      7          0K          0K          0K          0K
[0104.34] Log:                                                                            WillowAnimNodeBlendInjured      2          0K          0K          0K          0K
[0104.34] Log:                                                                          WillowOnlineGameSearchNarrow      1          0K          0K          0K          0K
[0104.34] Log:                                                                               ParticleModuleBeamTrace      2          0K          0K          0K          0K
[0104.34] Log:                                                                              WillowAnimNode_Condition      2          0K          0K          0K          0K
[0104.34] Log:                                                                                GearboxDialogEventData      5          0K          0K          0K          0K
[0104.34] Log:                                                                                           SeqVar_Bool      6          0K          0K          0K          0K
[0104.34] Log:                                                                                 ByteAttributeProperty      4          0K          0K          0K          0K
[0104.34] Log:                                                                Behavior_ReCalculateResourcePoolValues      7          0K          0K          0K          0K
[0104.34] Log:                                                                      PlayerBehavior_UnlockAchievement      7          0K          0K          0K          0K
[0104.34] Log:                                                                          WillowOnlineGameSearchCustom      1          0K          0K          0K          0K
[0104.34] Log:                                                                             Behavior_ChangeVisibility      7          0K          0K          0K          0K
[0104.34] Log:                                                                          Behavior_ChangeDenAllegiance      7          0K          0K          0K          0K
[0104.34] Log:                                                                                    GearboxAccountData      1          0K          0K          0K          0K
[0104.34] Log:                                                                         ParticleModuleVelocity_Seeded      2          0K          0K          0K          0K
[0104.34] Log:                                                                         SkelControlLeftHandGripWeapon      2          0K          0K          0K          0K
[0104.34] Log:                                                                          WillowDialogVar_InstanceData      4          0K          0K          0K          0K
[0104.34] Log:                                                                                    Behavior_SetAIFlag      6          0K          0K          0K          0K
[0104.34] Log:                                                                                       Behavior_AIHold      6          0K          0K          0K          0K
[0104.34] Log:                                                                   ParticleModuleColorScaleOverDensity      3          0K          0K          0K          0K
[0104.34] Log:                                                                                     AnimNotify_Script      6          0K          0K          0K          0K
[0104.34] Log:                                                                                  DefaultPhysicsVolume      1          0K          0K          0K          0K
[0104.34] Log:                                                                         ExplosionCollectionDefinition      5          0K          0K          0K          0K
[0104.34] Log:                                                                            WillowAnimNode_ClimbLadder      2          0K          0K          0K          0K
[0104.34] Log:                                                                    StatusEffectChanceModifierResolver      8          0K          0K          0K          0K
[0104.34] Log:                                                                            StaticLightCollectionActor      1          0K          0K          0K          0K
[0104.34] Log:                                                                                     GameUISceneClient      1          0K          0K          0K          0K
[0104.34] Log:                                                                               BodyHitRegionDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                             AmmoResourceUpgradeAttributeValueResolver      7          0K          0K          0K          0K
[0104.34] Log:                                                                              QuestAcceptGFxDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         WindowsClient      1          0K          0K          0K          0K
[0104.34] Log:                                                                                     WillowEmitterPool      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 CreditsLineDefinition      4          0K          0K          0K          0K
[0104.34] Log:                                                                                     LockoutDefinition      6          0K          0K          0K          0K
[0104.34] Log:                                                                            NounAttributeValueResolver      6          0K          0K          0K          0K
[0104.34] Log:                                                                      PlayerBehavior_ToggleMeleeWeapon      6          0K          0K          0K          0K
[0104.34] Log:                                                                                          DecalManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                      PostProcessChain      6          0K          0K          0K          0K
[0104.34] Log:                                                                                     InjuredDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                    ProjectileBehavior_SetHomingTarget      6          0K          0K          0K          0K
[0104.34] Log:                                                                                   InterpTrackDirector      3          0K          0K          0K          0K
[0104.34] Log:                                                                                VehicleLifetimeManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                             LightmassImportanceVolume      1          0K          0K          0K          0K
[0104.34] Log:                                                                    MarketingUnlockInventoryDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                                   Behavior_SpawnItems      2          0K          0K          0K          0K
[0104.34] Log:                                                                    ProjectileAttributeContextResolver      7          0K          0K          0K          0K
[0104.34] Log:                                                              BlackMarketUpgradeAttributeValueResolver      7          0K          0K          0K          0K
[0104.34] Log:                                                                              DominantDirectionalLight      1          0K          0K          0K          0K
[0104.34] Log:                                                                                             HeightFog      1          0K          0K          0K          0K
[0104.34] Log:                                                                                       Behavior_Switch      4          0K          0K          0K          0K
[0104.34] Log:                                                                        WillowAutoAimProfileDefinition      5          0K          0K          0K          0K
[0104.34] Log:                                                                                    SkyLightToggleable      1          0K          0K          0K          0K
[0104.34] Log:                                                                              SparkInterfaceSteamworks      1          0K          0K          0K          0K
[0104.34] Log:                                                                             Behavior_ChangeAllegiance      5          0K          0K          0K          0K
[0104.34] Log:                                                                                CurrencyListDefinition      4          0K          0K          0K          0K
[0104.34] Log:                                                                              PlayerBehavior_ViewShake      3          0K          0K          0K          0K
[0104.34] Log:                                                                                           LightShafts      1          0K          0K          0K          0K
[0104.34] Log:                                                                            SeqAct_ToggleCinematicMode      1          0K          0K          0K          0K
[0104.34] Log:                                                                      WillowOnlineGameSearch_DataStore      1          0K          0K          0K          0K
[0104.34] Log:                                                                                    SkillEffectManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 WillowObstacleUtility      1          0K          0K          0K          0K
[0104.34] Log:                                                                                 WindDirectionalSource      1          0K          0K          0K          0K
[0104.34] Log:                                                                ParticleModuleMeshRotationRateOverLife      3          0K          0K          0K          0K
[0104.34] Log:                                                                                       StaticMeshActor      1          0K          0K          0K          0K
[0104.34] Log:                                                                                      BroadcastHandler      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   WillowLANGameSearch      1          0K          0K          0K          0K
[0104.34] Log:                                                                                WillowOnlineGameSearch      1          0K          0K          0K          0K
[0104.34] Log:                                                                             BlackMarketUpgradeManager      1          0K          0K          0K          0K
[0104.34] Log:                                                                                  WillowDamagePipeline      1          0K          0K          0K          0K
[0104.34] Log:                                                                              Behavior_CompleteMission      5          0K          0K          0K          0K
[0104.34] Log:                                                                            Behavior_VoGScreenParticle      2          0K          0K          0K          0K
[0104.34] Log:                                                                                  Behavior_ChangeScale      5          0K          0K          0K          0K
[0104.34] Log:                                                                               WillowAnimNode_AimState      1          0K          0K          0K          0K
[0104.34] Log:                                                                           WillowAnimNode_WeaponRecoil      1          0K          0K          0K          0K
[0104.34] Log:                                                               ResourcePoolStateAttributeValueResolver      6          0K          0K          0K          0K
[0104.34] Log:                                                                            DownloadablePackageLicense      6          0K          0K          0K          0K
[0104.34] Log:                                                                   VehiclePassengerExpressionEvaluator      6          0K          0K          0K          0K
[0104.34] Log:                                                                                      NavigationHandle      1          0K          0K          0K          0K
[0104.34] Log:                                                                    WillowMindAttributeContextResolver      6          0K          0K          0K          0K
[0104.34] Log:                                                                            WeaponGlowEffectDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                   UIDataProvider_OnlineFriendMessages      1          0K          0K          0K          0K
[0104.34] Log:                                                                        WillowGFxThirdPersonDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   LightShaftComponent      1          0K          0K          0K          0K
[0104.34] Log:                                                                                   WillowScrollingList      1          0K          0K          0K          0K
[0104.34] Log:                                                                                AnimNotify_DialogEvent      5          0K          0K          0K          0K
[0104.34] Log:                                                                                   InterpGroupDirector      3          0K          0K          0K          0K
[0104.34] Log:                                                                                   InterpTrackInstMove      2          0K          0K          0K          0K
[0104.34] Log:                                                                       ProjectileBehavior_SetProximity      4          0K          0K          0K          0K
[0104.34] Log:                                                                            Behavior_QueuePersonalEcho      4          0K          0K          0K          0K
[0104.34] Log:                                                                               Behavior_ConsoleCommand      3          0K          0K          0K          0K
[0104.34] Log:                                                                                  SeqAct_ApplyBehavior      1          0K          0K          0K          0K
[0104.34] Log:                                                                           Behavior_PostProcessOverlay      1          0K          0K          0K          0K
[0104.34] Log:                                                                        WillowAnimNodeBlendDirectional      1          0K          0K          0K          0K
[0104.34] Log:                                                                                      InterpTrackEvent      2          0K          0K          0K          0K
[0104.34] Log:                                                                          WillowAnimNode_AddCameraBone      1          0K          0K          0K          0K
[0104.34] Log:                                                                      ItemInspectionGFxMovieDefinition      1          0K          0K          0K          0K
[0104.34] Log:                                                                 DownloadableBalanceModifierDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                        HealthStateExpressionEvaluator      5          0K          0K          0K          0K
[0104.34] Log:                                                                 BalancedActorAttributeContextResolver      5          0K          0K          0K          0K
[0104.34] Log:                                                                GearboxDialogAct_ObjectParameterSwitch      2          0K          0K          0K          0K
[0104.34] Log:                                                                   PlayerTrainingMessageListDefinition      2          0K          0K          0K          0K
[0104.34] Log:                                                                               Behavior_ReloadComplete      4          0K          0K          0K          0K
[0104.34] Log:                                                                              ExposureUtilityFixedCost      1          0K          0K          0K          0K
[0104.34] Log:                                                                                         AkAudioDevice      1          0K          0K          0K          0K
[0104.34] Log:                                                                              SeqCond_HasValidSaveGame      1          0K          0K          0K          0K
[0104.34] Log:                                                            WeaponResourcePoolAttributeContextResolver      4          0K          0K          0K          0K
[0104.34] Log:                                                                                               AkState      4          0K          0K          0K          0K
[0104.34] Log:                                                                                  RootMotionDefinition      4          0K          0K          0K          0K
[0104.34] Log:                                                                              UIDataStore_GameResource      1          0K          0K          0K          0K
[0104.34] Log:                                                                            ParticleModuleBeamModifier      1          0K          0K          0K          0K
